book_id,book_title,genre
353,Lucifer's Hammer,fantasy
361,"Gregor and the Code of Claw (Underland Chronicles, #5)",fantasy
363,The Leftovers,fantasy
369,"The Hero and the Crown (Damar, #2)",fantasy
371,"Fluke: Or, I Know Why the Winged Whale Sings",fantasy
372,Harry Potter and the Chamber of Secrets: Sheet Music for Flute with C.D,fantasy
376,"Nightfall (The Vampire Diaries: The Return, #1)",fantasy
389,"The Dead Girls' Dance (The Morganville Vampires, #2)",fantasy
390,"Pure (Covenant, #2)",fantasy
398,"Crooked Kingdom (Six of Crows, #2)",fantasy
399,"Trickster's Choice (Daughter of the Lioness, #1)",fantasy
400,The Arrival,fantasy
403,NARUTO -ナルト- 巻ノ四十三,fantasy
404,"Ink Exchange (Wicked Lovely, #2)",fantasy
406,"Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)",fantasy
408,"Birthmarked (Birthmarked, #1)",fantasy
410,A Christmas Carol and Other Christmas Writings,fantasy
411,The Coldest Girl in Coldtown,fantasy
413,"Feast of Fools (The Morganville Vampires, #4)",fantasy
416,Sylvester and the Magic Pebble,fantasy
424,Aleph,fantasy
426,The Lathe of Heaven,fantasy
427,"Hunting Ground (Alpha & Omega, #2)",fantasy
428,"Dragonsong (Harper Hall, #1)",fantasy
436,"The Stonekeeper (Amulet, #1)",fantasy
437,"Dark Visions (Dark Visions, #1-3)",fantasy
446,"Lost in a Good Book (Thursday Next, #2)",fantasy
450,The Elephant Vanishes,fantasy
451,"Wintersmith (Discworld, #35; Tiffany Aching, #3)",fantasy
456,Tigana,fantasy
460,"Ranma ½, Vol. 1 (Ranma ½ (US 2nd), #1)",fantasy
466,The Bane Chronicles,fantasy
471,"Many Waters (A Wrinkle in Time Quintet, #4)",fantasy
474,"Sookie Stackhouse 7-copy Boxed Set (Sookie Stackhouse, #1-7)",fantasy
477,"The Black Company (The Chronicles of the Black Company, #1)",fantasy
481,Eaters of the Dead,fantasy
483,"The Crystal Cave (Arthurian Saga, #1)",fantasy
485,"The White Dragon (Pern, #3)",fantasy
489,"Kiss of Death (The Morganville Vampires, #8)",fantasy
501,"The Winter King (The Warlord Chronicles, #1)",fantasy
504,"Vampire Kisses: The Beginning (Vampire Kisses, #1-3)",fantasy
505,"The Last Guardian (Artemis Fowl, #8)",fantasy
506,"Dragonsinger (Harper Hall, #2)",fantasy
508,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",fantasy
511,Judas Unchained,fantasy
513,"Kushiel's Chosen (Phèdre's Trilogy, #2)",fantasy
518,East,fantasy
519,"Astonishing X-Men, Volume 1: Gifted",fantasy
528,Civil War: A Marvel Comics Event,fantasy
532,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)",fantasy
537,"Enna Burning (The Books of Bayern, #2)",fantasy
539,Marked / Betrayed / Chosen / Untamed / Hunted (House of Night #1-5),fantasy
542,"Night Broken (Mercy Thompson, #8)",fantasy
546,Labyrinths:  Selected Stories and Other Writings,fantasy
550,"Promise of Blood (Powder Mage, #1)",fantasy
554,美少女戦士セーラームーン新装版 1 [Bishōjo Senshi Sailor Moon Shinsōban 1],fantasy
566,"Half Bad (The Half Bad Trilogy, #1)",fantasy
568,"Legion (Legion, #1)",fantasy
575,"Darkest Mercy (Wicked Lovely, #5)",fantasy
577,"Ironside (Modern Faerie Tales, #3)",fantasy
581,"Timebound (The Chronos Files, #1)",fantasy
586,"The Big Over Easy (Nursery Crime, #1)",fantasy
590,BookRags Summary:  A Storm of Swords,fantasy
591,Death With Interruptions,fantasy
592,"Gregor and the Marks of Secret (Underland Chronicles, #4)",fantasy
598,"Whispers at Moonrise (Shadow Falls, #4)",fantasy
602,"The Night Angel Trilogy (Night Angel, #1-3)",fantasy
603,"Syren (Septimus Heap, #5)",fantasy
609,Ghostwritten,fantasy
610,"The Ruby Circle (Bloodlines, #6)",fantasy
614,Disney's the Lion King,fantasy
615,Villa Incognito,fantasy
618,The Little Red Hen (Little Golden Book),fantasy
629,"11 Birthdays (Willow Falls, #1)",fantasy
631,"Shadow of a Dark Queen (The Serpentwar Saga, #1)",fantasy
636,"Daughter of the Empire (The Empire Trilogy, #1)",fantasy
642,"The Dragon Keeper (Rain Wild Chronicles, #1)",fantasy
649,"The Vampire Prince (Cirque Du Freak, #6)",fantasy
650,"Throne of Jade (Temeraire, #2)",fantasy
651,The Days Are Just Packed: A Calvin and Hobbes Collection,fantasy
653,Magician: Apprentice  (Raymond E. Feist's Magician: Apprentice #1),fantasy
655,Polgara the Sorceress (Malloreon),fantasy
661,"A Stroke of Midnight (Merry Gentry, #4)",fantasy
662,Lord of Light,fantasy
663,The Valkyries,fantasy
666,"White Cat (Curse Workers, #1)",fantasy
669,"Bullet (Anita Blake, Vampire Hunter #19)",fantasy
671,"Darkest Hour (The Mediator, #4)",fantasy
674,We3,fantasy
676,"Boy, Snow, Bird",fantasy
677,Ash,fantasy
683,"Afterlife (Evernight, #4)",fantasy
686,"Goddess Interrupted (Goddess Test, #2)",fantasy
687,Bedtime for Frances,fantasy
689,"Legend (The Drenai Saga, #1)",fantasy
693,Earth Abides,fantasy
706,"Castle in the Air (Howl's Moving Castle, #2)",fantasy
713,"Killers of the Dawn (Cirque Du Freak, #9)",fantasy
718,"The Ring of Solomon (Bartimaeus, #0.5)",fantasy
720,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",fantasy
721,"Raised by Wolves (Raised by Wolves, #1)",fantasy
725,"Tris's Book (Circle of Magic, #2)",fantasy
727,"The Secret Hour (Midnighters, #1)",fantasy
730,"Black Butler, Vol. 3 (Black Butler, #3)",fantasy
732,Bloodrose (Nightshade #3; Nightshade World #6),fantasy
735,"The Sword of Shannara Trilogy (Shannara, #1-3)",fantasy
736,"The Bitter Kingdom (Fire and Thorns, #3)",fantasy
742,"The Calling (Darkness Rising, #2)",fantasy
743,Avatar: The Last Airbender: The Lost Adventures,fantasy
748,"Bearing an Hourglass (Incarnations of Immortality, #2)",fantasy
749,"Disney after Dark (Kingdom Keepers, #1)",fantasy
750,"The Honor of the Queen (Honor Harrington, #2)",fantasy
752,"Embrace (The Violet Eden Chapters, #1)",fantasy
763,California,fantasy
764,The Pigeon Finds a Hot Dog!,fantasy
765,The Magic Finger (Young Puffin Developing Reader),fantasy
767,"The Enchanted Wood (The Faraway Tree, #1)",fantasy
769,Pat the Bunny,fantasy
781,"From the Two Rivers: The Eye of the World, Part 1 (Wheel of time, #1-1)",fantasy
782,The Magic Strings of Frankie Presto,fantasy
783,"Fool's Quest  (The Fitz and The Fool, #2)",fantasy
786,"Charlie Bone and the Invisible Boy (The Children of the Red King, #3)",fantasy
787,"First Shift: Legacy (Shift, #1)",fantasy
790,"Skinwalker (Jane Yellowrock, #1)",fantasy
791,Pinkalicious,fantasy
802,"Fables, Vol. 6: Homelands",fantasy
816,"Attack of the Fiend (The Last Apprentice / Wardstone Chronicles, #4)",fantasy
820,"Shaman's Crossing (Soldier Son, #1)",fantasy
828,Batman: Whatever Happened to the Caped Crusader?,fantasy
830,"Lady Friday (The Keys to the Kingdom, #5)",fantasy
832,The Lion and the Mouse,fantasy
833,"Lord of the Shadows (Cirque Du Freak, #11)",fantasy
835,"Goddess (Starcrossed, #3)",fantasy
839,"The Wheel of Time: Boxed Set #1 (Wheel of Time, #1-3)",fantasy
841,Baudolino,fantasy
853,All the Birds in the Sky,fantasy
855,"Fairest (An Unfortunate Fairy Tale, #2)",fantasy
861,"The Undead Pool (The Hollows, #12)",fantasy
862,The Enchantress of Florence,fantasy
865,"Inside Out (Insider, #1)",fantasy
866,"The Bellmaker (Redwall, #7)",fantasy
868,Day Watch (Watch #2),fantasy
871,"The Diamond of Darkhold (Book of Ember, #4)",fantasy
875,The Twenty-One Balloons,fantasy
889,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",fantasy
897,"Welcome to Shadowhunter Academy (Tales from the Shadowhunter Academy, #1)",fantasy
900,"Kushiel's Scion (Imriel's Trilogy, #1)",fantasy
902,"Heartless (Parasol Protectorate, #4)",fantasy
907,"Of Triton (The Syrena Legacy, #2)",fantasy
916,Jinx,fantasy
919,"The Atrocity Archives (Laundry Files, #1)",fantasy
921,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)",fantasy
923,The Princess and the Pea,fantasy
939,"The Long Patrol (Redwall, #10)",fantasy
948,"Empire of Ivory (Temeraire, #4)",fantasy
951,"Sea of Swords (Forgotten Realms: Paths of Darkness, #4; Legend of Drizzt, #13)",fantasy
957,The Illuminatus! Trilogy,fantasy
962,All You Need Is Kill,fantasy
965,"Ozma of Oz (Oz, #3)",fantasy
967,"The Two Swords (Forgotten Realms: Hunter's Blades, #3; Legend of Drizzt, #16)",fantasy
968,The Faraway Tree Stories (The Faraway Tree #1-3),fantasy
972,"Black Butler, Vol. 2 (Black Butler, #2)",fantasy
973,"The Autumn Republic (Powder Mage, #3)",fantasy
974,Rainbows End,fantasy
989,"The Akhenaten Adventure (Children of the Lamp, #1)",fantasy
1000,"The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game (The Belgariad, #1-5)",fantasy
1004,"Dies the Fire (Emberverse, #1)",fantasy
1008,"The Awakened Mage (Kingmaker, Kingbreaker, #2)",fantasy
1016,One,fantasy
1031,"Time and Again (Time, #1)",fantasy
1032,"Dragons of Summer Flame (Dragonlance: The Second Generation, #2)",fantasy
1035,"The Will of the Empress (Circle Reforged, #1)",fantasy
1039,"The Assassin and the Empire (Throne of Glass, #0.5)",fantasy
1042,A Wrinkle in Time: The Graphic Novel,fantasy
1044,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)",fantasy
1048,"Olympos (Ilium, #2)",fantasy
1050,The Magician's Elephant,fantasy
1051,"The Lost Saint (The Dark Divine, #2)",fantasy
1058,"Dragonheart (Pern, #21)",fantasy
1062,"Serafina and the Black Cloak (Serafina, #1)",fantasy
1063,A New Hope  (Star Wars: Novelizations #4),fantasy
1065,"Firestar's Quest (Warriors Super Edition, #1)",fantasy
1067,"The Crown Conspiracy (The Riyria Revelations, #1)",fantasy
1071,"Crystal Singer (Crystal Singer, #1)",fantasy
1072,Darth Plagueis,fantasy
1077,"The Castle in the Attic (The Castle in the Attic, #1)",fantasy
1078,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",fantasy
1079,Sign of the Unicorn (The Chronicles of Amber #3),fantasy
1082,In the Night Kitchen,fantasy
1085,The Three Billy Goats Gruff,fantasy
1088,"The Fire Eternal (The Last Dragon Chronicles, #4)",fantasy
1092,"Fruits Basket, Vol. 2",fantasy
1094,"The Other Wind (Earthsea Cycle, #6)",fantasy
1105,"Victory of Eagles (Temeraire, #5)",fantasy
1106,Deerskin,fantasy
1108,Love You to Death: The Unofficial Companion to the Vampire Diaries,fantasy
1109,"Mountain of Black Glass (Otherland, #3)",fantasy
1110,"A Grimm Warning (The Land of Stories, #3)",fantasy
1111,"Spell or High Water (Magic 2.0, #2)",fantasy
1113,"Babylon's Ashes (The Expanse, #6)",fantasy
1120,"Princess of Glass (The Princesses of Westfalin Trilogy, #2)",fantasy
1024,"The Lion King",fantasy
1122,"Molly Moon's Incredible Book of Hypnotism (Molly Moon, #1)",fantasy
1124,"Aloha from Hell (Sandman Slim, #3)",fantasy
1134,Split Infinity  (Apprentice Adept #1),fantasy
1138,"Batman: No Man's Land, Vol. 1",fantasy
1144,"Red Glove (Curse Workers, #2)",fantasy
1146,"Witches of East End (The Beauchamp Family, #1)",fantasy
1152,The Dark Is Rising Sequence  (The Dark Is Rising #1-5),fantasy
1153,More Than Human,fantasy
1156,"The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)",fantasy
1166,The Incredible Hulk: Planet Hulk,fantasy
1177,"Johannes Cabal the Necromancer (Johannes Cabal, #1)",fantasy
1180,"Crewel (Crewel World, #1)",fantasy
1182,"Berserk, Vol. 1 (Berserk, #1)",fantasy
1191,"Forsaken (The Demon Trappers, #1)",fantasy
1196,Belzhar,fantasy
1200,"Sweet Tooth, Volume 1: Out of the Deep Woods",fantasy
1202,Rump: The True Story of Rumpelstiltskin,fantasy
1210,"Beacon 23: The Complete Novel (Beacon 23, #1-5)",fantasy
1216,"Hidden (Firelight, #3)",fantasy
1218,"Magonia (Magonia, #1)",fantasy
1220,"Krondor: The Betrayal (The Riftwar Legacy, #1)",fantasy
4,"Fifty Shades of Grey (Fifty Shades, #1)",romance
8,One Hundred Years of Solitude,romance
14,"If I Stay (If I Stay, #1)",romance
15,"Something Borrowed (Darcy & Rachel, #1)",romance
24,Never Let Me Go,romance
26,An Abundance of Katherines,romance
41,Bel Canto,romance
63,This Lullaby,romance
64,Nights in Rodanthe,romance
66,Veronika Decides to Die,romance
71,"Crossed (Matched, #2)",romance
76,"The Wedding (The Notebook, #2)",romance
77,The Cider House Rules,romance
78,The Choice,romance
96,"Fifty Shades Trilogy (Fifty Shades, #1-3)",romance
101,The Age of Innocence,romance
104,"Wallbanger (Cocktail, #1)",romance
119,"Grey (Fifty Shades, #4)",romance
121,North and South,romance
122,"Requiem (Delirium, #3)",romance
123,2 States: The Story of My Marriage,romance
125,Ugly Love,romance
126,"Gabriel's Rapture (Gabriel's Inferno, #2)",romance
129,"Beautiful Bastard (Beautiful Bastard, #1)",romance
135,"Onyx (Lux, #2)",romance
139,"Anne of Avonlea (Anne of Green Gables, #2)",romance
142,"The Coincidence of Callie & Kayden (The Coincidence, #1)",romance
157,"Across the Universe (Across the Universe, #1)",romance
168,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",romance
172,Flipped,romance
174,"Love, Rosie",romance
189,It Ends with Us,romance
193,"A Voice in the Wind (Mark of the Lion, #1)",romance
199,What Happened to Goodbye,romance
206,Amy & Roger's Epic Detour,romance
212,The Sky Is Everywhere,romance
222,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)",romance
229,"Pollyanna (Pollyanna, #1)",romance
242,On Chesil Beach,romance
248,The Last Letter from Your Lover,romance
251,Open House,romance
256,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",romance
261,"The Secret of Ella and Micha (The Secret, #1)",romance
266,"The Crown (The Selection, #5)",romance
269,"Lady Midnight (The Dark Artifices, #1)",romance
271,"Gossip Girl (Gossip Girl, #1)",romance
273,"Down to You (The Bad Boys, #1)",romance
285,"All-American Girl (All-American Girl, #1)",romance
293,"Mile High (Up in the Air, #2)",romance
294,"The Mighty Storm (The Storm, #1)",romance
302,"Love Story (Love Story, #1)",romance
306,Catching Jordan,romance
309,"The Bronze Horseman (The Bronze Horseman, #1)",romance
313,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",romance
315,"The Prince (The Selection, #0.5)",romance
324,See Me,romance
330,"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",romance
332,Circle of Friends,romance
338,Fly Away Home,romance
342,Hate List,romance
345,"All In (The Blackstone Affair, #2)",romance
348,"Anne's House of Dreams (Anne of Green Gables, #5)",romance
354,I Was Here,romance
358,The Book of Laughter and Forgetting,romance
359,The Horse Whisperer,romance
367,Eugene Onegin,romance
368,The Japanese Lover,romance
384,Evening Class,romance
386,The Far Pavilions,romance
414,Simon vs. the Homo Sapiens Agenda,romance
415,Wives and Daughters,romance
432,"Clash (Crash, #2)",romance
441,On the Jellicoe Road,romance
445,The Razor's Edge,romance
447,"Love Comes Softly (Love Comes Softly, #1)",romance
457,Northern Lights,romance
461,Bergdorf Blondes,romance
476,Silver Girl,romance
479,"Never Never: Part Two (Never Never, #2)",romance
488,"Black Bird, Vol. 01 (Black Bird, #1)",romance
492,Immortality,romance
494,Twisted,romance
497,"The King (Black Dagger Brotherhood, #12)",romance
503,"Fever (The Chemical Garden, #2)",romance
514,Half Girlfriend,romance
520,"Match Me If You Can (Chicago Stars, #6)",romance
521,"Crazy Little Thing (Bell Harbor, #1)",romance
527,The Fill-In Boyfriend,romance
530,"The Guard (The Selection, #2.5)",romance
533,"Kiss of the Highlander (Highlander, #4)",romance
534,Cranford,romance
535,"Into the Still Blue (Under the Never Sky, #3)",romance
547,"Rumors (Luxe, #2)",romance
549,Summerland,romance
555,Kiss an Angel,romance
558,"Ruin (Ruin, #1)",romance
565,"Mine (Real, #2)",romance
579,"Burn (Breathless, #3)",romance
583,Beautiful Day,romance
594,La Dame aux Camélias,romance
595,The Wedding Dress,romance
622,"Never Never: Part Three (Never Never, #3)",romance
626,"Shadow Spell (The Cousins O'Dwyer Trilogy, #2)",romance
630,Can Love Happen Twice?,romance
637,Written on the Body,romance
641,"Bite Club (The Morganville Vampires, #10)",romance
647,"Angelfire (Angelfire, #1)",romance
648,"Tears of the Moon (Gallaghers of Ardmore / Irish Trilogy, #2)",romance
658,"Return to Paradise (Leaving Paradise, #2)",romance
664,"The Dark Highlander (Highlander, #5)",romance
675,"Inner Harbor (Chesapeake Bay Saga, #3)",romance
678,"The Earth, My Butt, and Other Big Round Things",romance
682,"Jo's Boys (Little Women, #3)",romance
690,"Every Boy's Got One (Boy, #3)",romance
692,"Found in You (Fixed, #2)",romance
695,"Again the Magic (Wallflowers, #0)",romance
700,"Unleashed (Ross Siblings, #1)",romance
702,The Alibi,romance
704,Bel-Ami,romance
705,The Time in Between,romance
712,"Blue-Eyed Devil (Travises, #2)",romance
729,The Proper Care and Feeding of Husbands,romance
731,The Museum of Innocence,romance
737,A Mango-Shaped Space,romance
738,Quentins,romance
747,"Rock the Heart (Black Falcon, #1)",romance
753,"Trust in Me (Wait for You, #1.5)",romance
757,Winter Solstice,romance
761,"The Mating  (Law of the Lycans, #2)",romance
762,"The Fixed Trilogy (Fixed, #1-3)",romance
766,"If I Were You (Inside Out, #1)",romance
768,Daisy Miller,romance
770,Leo,romance
778,"Unbeautifully (Undeniable, #2)",romance
779,"The Lonely Hearts Club (The Lonely Hearts Club, #1)",romance
789,"Kitchen Princess, Vol. 01 (Kitchen Princess, #1)",romance
803,"The Last Little Blue Envelope (Little Blue Envelope, #2)",romance
804,Minding Frankie,romance
806,"The Firebird (Slains, #2)",romance
808,God Help the Child,romance
809,"Burn for Burn (Burn for Burn, #1)",romance
812,The Blue Castle,romance
818,"Prized (Birthmarked, #2)",romance
821,Gods in Alabama,romance
829,"Love Bites (Vampire Kisses, #7)",romance
840,"Pure (Pure, #1)",romance
843,Astonish Me,romance
845,"Envy (Luxe, #3)",romance
846,Girls of Riyadh,romance
849,"Breathe (Colorado Mountain, #4)",romance
856,"Sever (The Chemical Garden, #3)",romance
869,A Home at the End of the World,romance
870,"Twisted Palace (The Royals, #3)",romance
872,"Pucked (Pucked, #1)",romance
877,Tribute,romance
880,Bridge to Haven,romance
882,"Don't Die, My Love",romance
893,"Dark Gold (Dark, #3)",romance
896,"Nana (Les Rougon-Macquart, #9)",romance
901,"This Heart of Mine (Chicago Stars, #5)",romance
903,"Married By Morning (The Hathaways, #4)",romance
908,"Knight & Play (Knight, #1)",romance
910,Full House (Full #1),romance
911,"Surrender Your Love (Surrender Your Love, #1)",romance
915,"Lost & Found (Lost & Found, #1)",romance
918,All Our Yesterdays,romance
920,"After We Fell (After, #3)",romance
925,"Rome (Marked Men, #3)",romance
926,Looking for Alibrandi,romance
928,A Midsummer's Nightmare,romance
932,Ten Things We Did (and Probably Shouldn't Have),romance
934,"Tall, Tatted and Tempting (The Reed Brothers, #1)",romance
941,And the Shofar Blew,romance
952,"Best Friends for Never (The Clique, #2)",romance
958,Beachcombers,romance
959,"Love★Com, Vol. 1",romance
966,"Stay with Me (Wait for You, #3)",romance
982,The Girl Who Came Home,romance
983,Anyone But You,romance
991,Close Range,romance
998,The Hurricane Sisters,romance
1003,"Rock Chick Reckoning (Rock Chick, #6)",romance
1012,"Dawn on a Distant Shore (Wilderness, #2)",romance
1015,Punk 57,romance
1018,"Ouran High School Host Club, Vol. 2 (Ouran High School Host Club, #2)",romance
1019,"The Love Song of Miss Queenie Hennessy (Harold Fry, #2)",romance
1024,"Undead and Unappreciated (Undead, #3)",romance
1029,A Girl Like You,romance
1033,"Mrs. Mike (Mrs. Mike, #1)",romance
1034,You Against Me,romance
1040,"Misbehaving (Sea Breeze, #6)",romance
1046,"A Blaze of Sun (A Shade of Vampire, #5)",romance
1061,"MacRieve (Immortals After Dark, #14)",romance
1098,"Her Daughter's Dream (Marta's Legacy, #2)",romance
1101,"Take This Regret (Take This Regret, #1)",romance
1107,My Life with the Walter Boys (My Life with the Walter Boys #1),romance
1112,"The Billionaire Wins the Game (Billionaire Bachelors, #1)",romance
1116,"Unattainable (Undeniable, #3)",romance
1117,"Sixth Grave on the Edge (Charley Davidson, #6)",romance
1130,You Slay Me (Aisling Grey #1),romance
1131,"Ouran High School Host Club, Vol. 3 (Ouran High School Host Club, #3)",romance
1133,"Back on Blossom Street (Blossom Street, #4)",romance
1136,Crazy For You,romance
1137,The Post-Birthday World,romance
1143,"Fire Burn and Cauldron Bubble (Jolie Wilkins, #1)",romance
1145,Kulti,romance
1147,"Worth the Fight (MMA Fighter, #1)",romance
1157,"Call Me Irresistible (Wynette, Texas #5)",romance
1158,Belinda,romance
1160,A Redbird Christmas,romance
1161,"Summer of My German Soldier (Summer of My German Soldier, #1)",romance
1163,"Maid for the Billionaire (Legacy Collection, #1)",romance
1168,"The Redhead Revealed (Redhead, #2)",romance
1172,"Head Over Heels (Lucky Harbor, #3)",romance
1175,The Reef,romance
1184,The Book of Luke,romance
1186,"Annabel (Delirium, #0.5)",romance
1194,"Not Quite Dating (Not Quite, #1)",romance
1198,The Summer I Turned Pretty Trilogy: The Summer I Turned Pretty; It's Not Summer Without You; We'll Always Have Summer,romance
1209,"Tyrant (King, #2)",romance
1212,Meant to Be,romance
1215,"Shopaholic to the Rescue (Shopaholic, #8)",romance
7,"Holes (Holes, #1)",adventure
16,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",adventure
50,Robinson Crusoe,adventure
55,Black Beauty,adventure
68,Heidi,adventure
106,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",adventure
